origen;destino;a_ofertados;v_ofertados;distancia;tiempo;carreteras;n_tramos;riesgo;velocidad_media
Madrid;El Boalo;2.68;1.21;54646.0;3266.0;M-30,M-607;2;no;60.23
Madrid;El Escorial;2.97;1.2;45658.0;3087.0;A-6,M-505;2;no;53.25
Madrid;El Molar;3.65;1.41;43773.0;2311.0;A-1;1;no;68.19
Madrid;El Álamo;2.0;1.0;41774.0;2173.0;A-42,R-5;2;si;69.21
Madrid;Fresno de Torote;3.0;1.0;38134.0;2624.0;A-2,M-108,M-113;3;si;52.32
Madrid;Fuenlabrada;5.67;2.44;23257.0;1640.0;A-42,M-506;2;si;51.05
Madrid;Fuente el Saz de Jarama;2.5;1.12;34759.0;2302.0;M-30,A-1,Avenida de las Víctimas del Terrorismo;3;no;54.36
Madrid;Fuentidueña de Tajo;2.57;1.07;63759.0;2921.0;A-3;1;si;78.58
Madrid;Galapagar;2.85;1.34;34665.0;2439.0;A-6,M-505;2;no;51.17
Madrid;Garganta de los Montes;3.0;1.0;79612.0;3765.0;A-1;1;no;76.12
Madrid;Getafe;7.62;3.58;14271.0;1204.0;Paseo de Santa María de la Cabeza,A-42;2;si;42.67
Madrid;Griñón;2.0;1.0;33462.0;1985.0;A-42;1;si;60.69
Madrid;Guadalix de la Sierra;2.17;1.08;59369.0;3012.0;A-1;1;no;70.96
Madrid;Guadarrama;3.42;1.42;47723.0;2601.0;A-6;1;no;66.05
Madrid;Horcajuelo de la Sierra;3.0;1.0;93156.0;4487.0;A-1;1;no;74.74
Madrid;Hoyo de Manzanares;3.0;1.32;38471.0;2372.0;A-6;1;no;58.39
Madrid;Humanes de Madrid;2.2;1.1;26837.0;1969.0;A-42,M-506,M-405;3;si;49.07
Madrid;La Acebeda;2.5;1.0;88954.0;4016.0;A-1;1;no;79.74
Madrid;La Cabrera;2.07;1.07;60881.0;3024.0;A-1;1;no;72.48
Madrid;La Hiruela;1.0;1.0;97553.0;5382.0;A-1,M-135;2;no;65.25
Madrid;Las Rozas de Madrid;6.55;2.88;87029.0;4782.0;M-501;1;no;65.52
Madrid;Leganés;4.98;2.49;13403.0;1368.0;Paseo de Santa María de la Cabeza,A-42,Avenida de la Lengua Española;3;si;35.27
Madrid;Loeches;3.0;1.17;28578.0;1758.0;M-23,R-3,M-217;3;no;58.52
Madrid;Los Molinos;2.25;1.0;52917.0;2986.0;A-6;1;no;63.8
Madrid;Los Santos de la Humosa;3.0;1.0;46673.0;2617.0;A-2;1;si;64.2
Madrid;Lozoya;3.0;1.0;86070.0;4144.0;A-1;1;no;74.77
Madrid;Lozoyuela-Navas-Sieteiglesias;3.0;1.0;68407.0;3216.0;A-1;1;no;76.58
Madrid;Majadahonda;4.57;1.97;20268.0;1606.0;Calle de la Princesa,A-6;2;no;45.43
Madrid;Manzanares el Real;2.74;1.21;52416.0;3148.0;M-30,M-607,M-608;3;no;59.94
Madrid;Meco;2.5;1.0;40787.0;2659.0;A-2;1;si;55.22
Madrid;Mejorada del Campo;2.72;1.28;21639.0;1407.0;M-23,R-3;2;no;55.37
Madrid;Miraflores de la Sierra;2.5;1.17;57472.0;3455.0;M-30,M-607,M-611;3;no;59.88
Madrid;Montejo de la Sierra;3.0;1.0;87653.0;4438.0;A-1,M-135;2;no;71.1
Madrid;Moraleja de Enmedio;1.0;1.0;28811.0;1732.0;A-42,R-5,M-407;3;si;59.88
Madrid;Moralzarzal;2.6;1.13;47276.0;2738.0;A-6;1;no;62.16
Madrid;Morata de Tajuña;2.5;1.0;35368.0;2060.0;A-3;1;si;61.81
Madrid;Móstoles;10.34;4.77;22020.0;1576.0;Paseo de Santa María de la Cabeza,A-42,R-5;3;si;50.3
Madrid;Navacerrada;2.5;1.08;51200.0;2850.0;A-6,M-601;2;no;64.67
Madrid;Navalafuente;2.38;1.0;60493.0;3150.0;M-30,A-1;2;no;69.13
Madrid;Navalagamella;2.0;1.0;48738.0;3066.0;M-503,M-600,M-510;3;no;57.23
Madrid;Navalcarnero;5.15;2.06;36201.0;1914.0;M-40,A-5;2;si;68.09
Madrid;Navas del Rey;3.11;1.22;54121.0;3009.0;M-501;1;no;64.75
Madrid;Nuevo Baztán;2.25;1.0;44877.0;2829.0;R-3,M-217,M-219;3;no;57.11
Madrid;Orusco de Tajuña;3.0;1.0;52450.0;2935.0;R-3,M-221,M-229;3;no;64.33
Madrid;Paracuellos de Jarama;3.26;1.26;22826.0;1920.0;A-2,M-14,M-111;3;si;42.8
Madrid;Parla;3.99;1.82;22587.0;1571.0;A-42;1;si;51.76
Madrid;Patones;2.5;1.0;66053.0;3457.0;A-1,N-320;2;si;68.79
Madrid;Pedrezuela;2.67;1.0;46481.0;2535.0;M-30,A-1;2;no;66.01
Madrid;Pelayos de la Presa;3.5;1.33;65576.0;3696.0;M-501;1;no;63.87
Madrid;Perales de Tajuña;2.11;1.0;40230.0;2109.0;A-3;1;si;68.67
Madrid;Pinilla del Valle;3.0;1.0;91658.0;4484.0;A-1,M-604;2;no;73.59
Madrid;Pinto;4.59;2.33;23317.0;1600.0;A-42,A-4;2;si;52.46
Madrid;Pozuelo de Alarcón;3.71;2.12;13710.0;1345.0;Avenida de Valladolid,M-500,M-503;3;no;36.7
Madrid;Pozuelo del Rey;2.0;1.0;38154.0;2335.0;M-23,R-3,M-217;3;no;58.82
Madrid;Rascafría;2.62;1.0;82256.0;4949.0;A-6,M-601,M-604;3;no;59.83
Madrid;Rivas-Vaciamadrid;6.05;3.71;20599.0;1339.0;A-3;1;si;55.38
Madrid;Robledo de Chavela;2.0;1.0;68701.0;3948.0;M-501,M-512;2;no;62.65
Madrid;Rozas de Puerto Real;3.0;1.0;87029.0;4782.0;M-501;1;no;65.52
Madrid;San Fernando de Henares;2.95;1.58;17347.0;1513.0;Calle de O'Donnell,M-23,R-3;3;no;41.28
Madrid;San Lorenzo de El Escorial;2.89;1.09;56766.0;3080.0;A-6,M-600;2;no;66.35
Madrid;San Martín de Valdeiglesias;4.67;1.78;72543.0;4038.0;M-501;1;no;64.67
Madrid;San Martín de la Vega;2.5;1.07;31483.0;2201.0;A-4,M-301;2;no;51.49
Madrid;San Sebastián de los Reyes;6.6;2.92;19303.0;1624.0;Calle de Alcalá,M-30,A-1;3;no;42.79
Madrid;Serranillos del Valle;2.5;1.0;34880.0;1859.0;R-5,AP-41;2;no;67.55
Madrid;Sevilla la Nueva;2.93;1.07;36455.0;2455.0;A-5,M-511,M-501;3;si;53.46
Madrid;Somosierra;2.07;1.07;93192.0;4084.0;A-1;1;no;82.15
Madrid;Soto del Real;2.82;1.09;46252.0;2774.0;M-30,A-1,M-607;3;no;60.02
Madrid;Talamanca de Jarama;3.75;1.25;48148.0;2837.0;A-1,M-111,M-103;3;no;61.1
Madrid;Titulcia;3.0;1.0;42767.0;2642.0;A-42,A-4,M-404;3;si;58.27
Madrid;Torrejón de Ardoz;11.03;4.93;22802.0;1813.0;Paseo de la Castellana,A-2;2;si;45.28
Madrid;Torrejón de Velasco;3.0;1.0;29148.0;1686.0;A-42;1;si;62.24
Madrid;Torrejón de la Calzada;2.0;1.0;27331.0;1633.0;A-42;1;si;60.25
Madrid;Torrelaguna;3.0;1.12;60482.0;3094.0;A-1,N-320;2;si;70.37
Madrid;Torrelodones;4.19;1.88;29248.0;1752.0;A-6;1;no;60.1
Madrid;Tres Cantos;5.44;2.31;26630.0;1896.0;M-30,A-1,M-607;3;no;50.56
Madrid;Valdelaguna;3.0;1.0;50462.0;2564.0;A-3;1;si;70.85
Madrid;Valdemorillo;2.61;1.06;40296.0;2606.0;M-503,M-600;2;no;55.67
Madrid;Valdemoro;6.82;3.39;28841.0;1847.0;A-42,A-4;2;si;56.21
Madrid;Valdeolmos-Alalpardo;2.0;1.0;37204.0;2403.0;M-30,A-1,M-106;3;no;55.74
Madrid;Valdepiélagos;2.0;1.0;51666.0;3073.0;A-1,M-111,M-103;3;no;60.53
Madrid;Valdetorres de Jarama;2.5;1.0;42230.0;2482.0;M-30,A-1,M-111;3;no;61.25
Madrid;Valdilecha;3.0;1.0;46439.0;2454.0;A-3;1;si;68.13
Madrid;Velilla de San Antonio;2.5;1.12;21421.0;1377.0;M-23,R-3;2;no;56.0
Madrid;Venturada;2.0;1.0;53295.0;2658.0;A-1;1;no;72.18
Madrid;Villa del Prado;2.83;1.0;65864.0;3730.0;A-5,M-507;2;si;63.57
Madrid;Villalbilla;2.5;1.0;39730.0;2743.0;A-2,M-300;2;si;52.14
Madrid;Villanueva de Perales;3.0;1.0;44328.0;2727.0;M-501,M-524;2;no;58.52
Madrid;Villanueva de la Cañada;4.13;1.67;36017.0;2389.0;M-503;1;no;54.27
Madrid;Villanueva del Pardillo;2.07;1.14;29308.0;1942.0;A-6,M-505,M-509;3;no;54.33
Madrid;Villar del Olmo;2.0;1.0;48999.0;2749.0;R-3,M-209,M-209;3;no;64.17
Madrid;Villarejo de Salvanés;2.55;1.18;51421.0;2486.0;A-3;1;si;74.46
Madrid;Villaviciosa de Odón;4.11;1.69;24613.0;1645.0;A-42,M-40,A-5;3;si;53.86
Madrid;Villavieja del Lozoya;2.0;1.0;81581.0;3826.0;A-1;1;no;76.76
Madrid;Zarzalejo;3.0;1.0;53996.0;3503.0;M-503,M-600;2;no;55.49
Majadahonda;Alcalá de Henares;2.9;1.05;48165.0;3436.0;A-6,A-2,M-300;3;si;50.46
Majadahonda;Alcobendas;3.0;1.0;27933.0;2262.0;M-509,A-6,M-40;3;si;44.46
Majadahonda;Alcorcón;2.23;1.08;19015.0;1317.0;M-503,M-40,A-5;3;si;51.98
Majadahonda;Alpedrete;2.0;1.0;28993.0;1594.0;M-50,A-6;2;si;65.48
Majadahonda;Aranjuez;1.2;1.0;63919.0;3167.0;M-50,A-4;2;si;72.66
Majadahonda;Arganda del Rey;3.0;1.0;49961.0;3034.0;A-6,M-30,A-3;3;si;59.28
Majadahonda;Arroyomolinos;2.0;1.0;29442.0;1692.0;M-50,A-5;2;si;62.64
Majadahonda;Boadilla del Monte;3.17;1.33;9761.0;914.0;Carretera de Boadilla del Monte,M-50,M-513;3;si;38.45
Majadahonda;Brunete;1.0;1.0;18295.0;1373.0;M-50,M-513;2;si;47.97
Majadahonda;Buitrago del Lozoya;3.0;1.0;85838.0;4259.0;A-1;1;no;72.56
Majadahonda;Cercedilla;2.0;1.0;42004.0;2399.0;M-50,A-6,M-601;3;si;63.03
Majadahonda;Collado Villalba;2.39;1.04;26747.0;1462.0;M-50,A-6;2;si;65.86
Majadahonda;Coslada;2.87;1.0;35837.0;2421.0;A-6,M-30,M-23;3;no;53.29
Majadahonda;El Boalo;2.0;1.0;38663.0;2613.0;M-50,A-6,M-608;3;si;53.27
Majadahonda;El Escorial;4.12;1.12;30442.0;2154.0;M-505;1;no;50.88
Majadahonda;Fuenlabrada;3.31;1.31;25709.0;1558.0;M-50,M-506;2;si;59.4
Majadahonda;Galapagar;2.0;1.0;19449.0;1505.0;M-509,M-505;2;no;46.52
Majadahonda;Getafe;1.8;1.4;27730.0;1789.0;M-503,M-40,M-45;3;si;55.8
Majadahonda;Guadarrama;3.2;1.0;33845.0;1825.0;M-50,A-6;2;si;66.76
Majadahonda;Hoyo de Manzanares;2.75;1.0;24593.0;1596.0;M-50,A-6,Avenida de Asturias;3;si;55.47
Majadahonda;Las Rozas de Madrid;2.97;1.18;78782.0;4069.0;M-501;1;no;69.7
Majadahonda;Leganés;2.71;1.43;24160.0;1797.0;M-503,M-40,M-425;3;si;48.4
Majadahonda;Madrid;4.85;2.17;18939.0;1654.0;M-509,A-6;2;no;41.22
Majadahonda;Meco;3.0;1.0;61500.0;3576.0;M-40,R-2;2;si;61.91
Majadahonda;Moralzarzal;2.67;1.0;33398.0;1961.0;M-50,A-6,M-608;3;si;61.31
Majadahonda;Móstoles;2.18;1.09;20392.0;1385.0;M-50,M-506;2;si;53.0
Majadahonda;Navacerrada;1.0;1.0;37322.0;2074.0;A-6,M-601;2;no;64.78
Majadahonda;Navalcarnero;3.0;1.0;32709.0;1702.0;M-50,A-5;2;si;69.18
Majadahonda;Parla;2.0;1.0;33937.0;1901.0;M-50;1;si;64.27
Majadahonda;Pinto;2.33;1.17;37448.0;1877.0;M-50;1;si;71.82
Majadahonda;Pozuelo de Alarcón;3.36;1.23;10016.0;1043.0;Carretera de Pozuelo de Alarcón,M-503,Calle de Antonio Becerril;3;no;34.57
Majadahonda;Rivas-Vaciamadrid;1.0;1.0;41616.0;2543.0;A-6,M-30,A-3;3;si;58.91
Majadahonda;San Lorenzo de El Escorial;1.5;1.5;34155.0;2444.0;M-509,M-600;2;no;50.31
Majadahonda;San Sebastián de los Reyes;2.55;1.0;28582.0;2336.0;M-509,A-6,M-40;3;si;44.05
Majadahonda;Torrejón de Ardoz;2.86;1.05;37905.0;2886.0;A-6,A-2;2;si;47.28
Majadahonda;Torrelodones;2.64;1.09;15370.0;975.0;M-509,M-50,A-6;3;si;56.75
Majadahonda;Tres Cantos;3.0;1.0;30847.0;2201.0;A-6,M-40,M-607;3;si;50.45
Majadahonda;Valdemorillo;2.0;1.0;20835.0;1511.0;M-509,M-600;2;no;49.64
Majadahonda;Valdemoro;2.57;1.14;42972.0;2124.0;M-50;1;si;72.83
Majadahonda;Villanueva de la Cañada;3.67;1.67;16556.0;1294.0;M-509,M-503;2;no;46.06
Majadahonda;Villanueva del Pardillo;3.0;1.17;8980.0;733.0;M-509;1;no;44.1
Majadahonda;Villarejo de Salvanés;3.0;1.0;72438.0;3690.0;M-30,A-3;2;si;70.67
Majadahonda;Villaviciosa de Odón;2.0;1.0;16707.0;1285.0;Carretera de Boadilla del Monte,M-50,M-501;3;si;46.81
Majadahonda;Zarzalejo;3.0;1.0;34535.0;2408.0;M-509,M-600,M-533;3;no;51.63
Manzanares el Real;Alpedrete;2.67;1.0;18577.0;1407.0;M-608;1;no;47.53
Manzanares el Real;Aranjuez;1.0;1.0;97641.0;5101.0;M-607,M-30,A-4;3;no;68.91
Manzanares el Real;Collado Villalba;2.62;1.0;18039.0;1489.0;M-608;1;no;43.61
Manzanares el Real;Colmenar Viejo;3.0;1.0;16617.0;1182.0;M-608,M-609,Carretera de Miraflores;3;no;50.61
Manzanares el Real;Colmenarejo;3.0;1.0;30520.0;2550.0;M-608,Carretera de Moralzarzal,M-510;3;no;43.09
Manzanares el Real;El Boalo;3.33;1.17;5391.0;416.0;M-608,M-617;2;no;46.65
Manzanares el Real;Galapagar;2.0;1.0;24426.0;2161.0;M-608,M-528;2;no;40.69
Manzanares el Real;Getafe;1.0;1.0;64886.0;3686.0;M-607,M-30,A-42;3;si;63.37
Manzanares el Real;Guadalix de la Sierra;1.5;1.0;21704.0;1400.0;M-608;1;no;55.81
Manzanares el Real;Madrid;3.12;1.41;51796.0;3123.0;M-608,M-607,M-30;3;no;59.71
Manzanares el Real;Moralzarzal;2.71;1.0;12021.0;912.0;M-608;1;no;47.45
Manzanares el Real;Pinto;1.0;1.0;71170.0;3812.0;M-607,M-30,A-4;3;no;67.21
Manzanares el Real;Ribatejada;2.0;1.0;58231.0;3604.0;M-608,N-320;2;si;58.17
Manzanares el Real;Soto del Real;2.0;1.0;8580.0;712.0;Avenida de Madrid,M-608,Carretera de Torrelaguna a El Escorial;3;no;43.38
Meco;Alcalá de Henares;3.31;1.31;9999.0;1094.0;M-121,Carretera de Meco,Avenida de Meco;3;no;32.9
Meco;Collado Villalba;2.0;1.0;82749.0;4098.0;R-2,A-6;2;no;72.69
Meco;Coslada;3.0;1.0;29195.0;1887.0;M-121,A-2;2;si;55.7
Meco;Guadarrama;2.0;1.0;89847.0;4460.0;R-2,A-6;2;no;72.52
Meco;Madrid;2.11;1.0;40185.0;2595.0;A-2;1;si;55.75
Meco;Majadahonda;3.0;1.0;62392.0;3465.0;R-2,M-40;2;si;64.82
Meco;Pozuelo de Alarcón;3.0;1.0;58190.0;3351.0;R-2,M-40;2;si;62.51
Meco;San Sebastián de los Reyes;3.0;1.0;35116.0;1857.0;R-2;1;no;68.08
Meco;Torrejón de Ardoz;2.5;1.0;21031.0;1355.0;M-121,A-2;2;si;55.88
Meco;Valdemoro;2.0;1.0;60895.0;2830.0;A-2,M-50;2;si;77.46
Mejorada del Campo;Alcalá de Henares;1.7;1.1;17479.0;1280.0;M-203,M-300;2;no;49.16
Mejorada del Campo;Aranjuez;3.0;1.0;55014.0;2688.0;M-50,A-4;2;si;73.68
Mejorada del Campo;Arganda del Rey;3.67;1.33;14496.0;1057.0;M-208,R-3,Paseo de la Ilusión;3;no;49.37
Mejorada del Campo;Coslada;2.5;1.0;10971.0;929.0;M-203,M-206,M-45;3;no;42.51
Mejorada del Campo;Getafe;3.0;1.0;27105.0;1700.0;M-203,M-45;2;no;57.4
Mejorada del Campo;Loeches;3.0;1.0;11151.0;807.0;M-208,M-217;2;no;49.74
Mejorada del Campo;Madrid;2.75;1.25;21190.0;1450.0;R-3,M-23;2;no;52.61
Mejorada del Campo;Navalcarnero;2.0;1.0;55109.0;2502.0;M-45,A-5;2;si;79.29
Mejorada del Campo;Perales de Tajuña;2.0;1.0;25195.0;1240.0;R-3,A-3;2;si;73.15
Mejorada del Campo;Rivas-Vaciamadrid;2.0;1.0;16443.0;962.0;M-203,M-50,A-3;3;si;61.53
Mejorada del Campo;San Fernando de Henares;3.0;1.0;7512.0;712.0;M-203,M-206,Carretera de Mejorada del Campo;3;no;37.98
Mejorada del Campo;Torrejón de Ardoz;2.0;1.17;11160.0;1082.0;M-203,Carretera de Loeches;2;no;37.13
Mejorada del Campo;Valdemoro;2.67;1.0;34067.0;1645.0;M-50,A-4;2;si;74.55
Mejorada del Campo;Velilla de San Antonio;3.0;1.0;3994.0;426.0;Calle de Santa Rosa,M-208,Calle de Federico García Lorca;3;no;33.75
Mejorada del Campo;Villarejo de Salvanés;5.0;2.0;36386.0;1617.0;R-3,A-3;2;si;81.01
Miraflores de la Sierra;Alcalá de Henares;3.0;1.0;72397.0;3524.0;M-608,A-1,R-2;3;no;73.96
Miraflores de la Sierra;Bustarviejo;2.5;1.5;10082.0;781.0;M-610;1;no;46.47
Miraflores de la Sierra;Colmenar Viejo;1.67;1.0;22701.0;1530.0;M-611,M-608,M-609;3;no;53.41
Miraflores de la Sierra;Guadarrama;3.0;1.0;44372.0;3019.0;M-608,M-623;2;no;52.91
Miraflores de la Sierra;Madrid;2.22;1.0;57880.0;3471.0;M-611,M-607,M-30;3;no;60.03
Miraflores de la Sierra;Soto del Real;2.0;1.0;8486.0;690.0;M-611;1;no;44.27
Miraflores de la Sierra;Tres Cantos;1.67;1.0;31212.0;1947.0;M-611,M-609,M-607;3;no;57.71
Montejo de la Sierra;Buitrago del Lozoya;3.0;1.0;15729.0;1053.0;M-137;1;no;53.77
Montejo de la Sierra;Madrid;3.0;1.0;87692.0;4489.0;M-135,A-1;2;no;70.33
Montejo de la Sierra;Pinto;3.0;1.0;107066.0;5178.0;A-1,M-30,A-4;3;no;74.44
Moraleja de Enmedio;Fuenlabrada;2.33;1.0;6676.0;705.0;M-413;1;no;34.09
Moraleja de Enmedio;Leganés;2.0;1.0;14211.0;1023.0;M-407;1;no;50.01
Moraleja de Enmedio;Madrid;2.0;1.0;27487.0;1726.0;M-407,R-5,A-42;3;si;57.33
Moraleja de Enmedio;Rivas-Vaciamadrid;3.0;1.0;40919.0;1788.0;M-407,M-50;2;si;82.39
Moralzarzal;Alpedrete;2.67;1.0;7981.0;658.0;M-608,M-619;2;no;43.67
Moralzarzal;Aranjuez;3.0;1.0;93263.0;4275.0;A-6,M-50,A-4;3;si;78.54
Moralzarzal;Collado Villalba;3.26;1.3;7443.0;740.0;M-608,Carretera de Moralzarzal;2;no;36.21
Moralzarzal;Colmenar Viejo;2.0;1.0;21602.0;1476.0;M-608,M-607;2;no;52.69
Moralzarzal;El Boalo;3.5;1.25;8567.0;727.0;M-608,Camino del Boalo a Cerceda;2;no;42.42
Moralzarzal;Guadalix de la Sierra;2.0;1.0;33333.0;2164.0;M-608;1;no;55.45
Moralzarzal;Las Rozas de Madrid;2.0;1.0;84751.0;5465.0;M-600,M-512,M-501;3;no;55.83
Moralzarzal;Madrid;3.0;1.14;45991.0;2733.0;A-6;1;no;60.58
Moralzarzal;Majadahonda;2.5;1.0;32079.0;1894.0;A-6,M-50;2;si;60.97
Moralzarzal;Manzanares el Real;2.0;1.0;12094.0;917.0;M-608;1;no;47.48
Moralzarzal;Móstoles;6.0;2.0;49736.0;2493.0;A-6,M-50;2;si;71.82
Moralzarzal;Pozuelo de Alarcón;3.0;1.0;40476.0;2187.0;A-6,M-50,M-503;3;si;66.63
Moralzarzal;San Lorenzo de El Escorial;2.0;1.0;25579.0;1659.0;M-608,AP-6,M-600;3;no;55.51
Moralzarzal;Soto del Real;2.5;1.0;20209.0;1475.0;M-608;1;no;49.32
Moralzarzal;Torrelodones;3.0;1.0;17440.0;1145.0;M-608,A-6;2;no;54.83
Moralzarzal;Tres Cantos;2.0;1.0;31887.0;1833.0;M-607;1;no;62.63
Morata de Tajuña;Arganda del Rey;3.0;1.0;10608.0;855.0;M-313,Carretera de Morata de Tajuña;2;no;44.67
Morata de Tajuña;Ciempozuelos;2.0;1.0;23006.0;1448.0;M-313,M-404;2;no;57.2
Morata de Tajuña;Colmenar de Oreja;6.0;2.0;19872.0;1348.0;M-315;1;no;53.07
Morata de Tajuña;Las Rozas de Madrid;3.0;1.0;118080.0;5747.0;M-302,M-50,M-501;3;si;73.97
Morata de Tajuña;Madrid;2.5;1.0;35412.0;2054.0;A-3;1;si;62.07
Morata de Tajuña;Rivas-Vaciamadrid;3.0;1.0;16167.0;921.0;M-313,A-3;2;si;63.19
Morata de Tajuña;San Martín de la Vega;3.0;1.0;14007.0;917.0;M-302,M-506;2;no;54.99
Móstoles;Alcalá de Henares;2.8;1.32;61340.0;2983.0;M-50;1;si;74.03
Móstoles;Alcobendas;2.39;1.17;43046.0;2469.0;R-5,M-30,A-1;3;no;62.76
Móstoles;Alcorcón;4.01;1.81;5202.0;622.0;Avenida de Portugal,Avenida de Móstoles;2;no;30.11
Móstoles;Alpedrete;3.0;1.0;47256.0;2267.0;M-50,A-6;2;si;75.04
Móstoles;Aranjuez;2.46;1.28;47914.0;2476.0;M-50,A-4;2;si;69.66
Móstoles;Arganda del Rey;2.17;1.11;47050.0;2290.0;M-50,A-3;2;si;73.97
Móstoles;Arroyomolinos;2.62;1.14;9637.0;980.0;Calle de Villaamil,Avenida de Portugal,Avenida de la Unión Europea;3;no;35.4
Móstoles;Boadilla del Monte;3.0;1.14;13071.0;976.0;Avenida de Portugal,M-506,M-50;3;si;48.21
Móstoles;Brea de Tajo;3.0;1.0;84110.0;3940.0;M-50,A-3,M-221;3;si;76.85
Móstoles;Brunete;2.86;1.0;16645.0;1059.0;M-856,M-506,M-501;3;no;56.58
Móstoles;Buitrago del Lozoya;3.0;1.0;100951.0;4466.0;M-30,A-1;2;no;81.38
Móstoles;Cercedilla;2.5;1.0;60267.0;3072.0;M-50,A-6,M-601;3;si;70.63
Móstoles;Chapinería;3.0;1.0;35913.0;1762.0;M-501;1;no;73.38
Móstoles;Ciempozuelos;3.33;2.0;34791.0;1997.0;M-50,A-4;2;si;62.72
Móstoles;Collado Villalba;3.02;1.24;45010.0;2135.0;M-50,A-6;2;si;75.9
Móstoles;Colmenar Viejo;2.0;1.0;53466.0;3365.0;A-5,M-30,M-607;3;si;57.2
Móstoles;Coslada;2.6;1.1;33843.0;2115.0;R-5,M-40;2;si;57.61
Móstoles;El Boalo;2.0;1.0;56926.0;3286.0;M-50,A-6,M-608;3;si;62.37
Móstoles;El Molar;3.0;1.0;68165.0;3231.0;R-5,M-30,A-1;3;no;75.95
Móstoles;El Álamo;3.17;1.17;20262.0;1310.0;A-5,M-404;2;si;55.68
Móstoles;Fresnedillas de la Oliva;3.0;1.0;41156.0;2548.0;M-501,M-521,M-521;3;no;58.15
Móstoles;Fuenlabrada;4.19;1.87;8368.0;732.0;Calle de Simón Hernández,M-506;2;no;41.15
Móstoles;Fuentidueña de Tajo;2.5;1.0;81865.0;3380.0;M-50,A-3;2;si;87.19
Móstoles;Galapagar;2.8;1.0;37723.0;2215.0;M-50,M-505;2;si;61.31
Móstoles;Getafe;2.81;1.33;16632.0;1064.0;M-50,A-42;2;si;56.27
Móstoles;Griñón;2.0;1.0;17363.0;1054.0;Calle de Simón Hernández,M-407;2;no;59.3
Móstoles;Guadarrama;1.8;1.0;52108.0;2497.0;M-50,A-6;2;si;75.13
Móstoles;Hoyo de Manzanares;4.5;1.5;42856.0;2269.0;M-506,M-50,A-6;3;si;68.0
Móstoles;Humanes de Madrid;3.0;1.14;12137.0;1044.0;Calle de Simón Hernández,M-506,M-405;3;no;41.85
Móstoles;La Cabrera;2.0;1.0;85273.0;3944.0;M-30,A-1;2;no;77.84
Móstoles;Las Rozas de Madrid;3.13;1.31;71890.0;3648.0;M-501;1;no;70.94
Móstoles;Leganés;3.67;1.61;11995.0;1063.0;Calle de Barcelona,M-409;2;no;40.62
Móstoles;Loeches;2.0;1.0;50357.0;2377.0;M-50;1;si;76.27
Móstoles;Madrid;10.39;4.74;22057.0;1787.0;M-506,A-5,Avenida de Portugal;3;si;44.43
Móstoles;Majadahonda;2.74;1.16;23220.0;1372.0;M-506,M-50;2;si;60.93
Móstoles;Manzanares el Real;3.0;1.0;60453.0;3475.0;M-50,A-6,M-608;3;si;62.63
Móstoles;Mejorada del Campo;3.5;1.5;41362.0;1974.0;M-50;1;si;75.43
Móstoles;Moralzarzal;4.0;1.0;51661.0;2634.0;M-50,A-6;2;si;70.61
Móstoles;Navacerrada;0.0;1.0;55585.0;2747.0;M-50,A-6,M-601;3;si;72.85
Móstoles;Navalcarnero;4.71;1.73;14810.0;1015.0;Avenida de Portugal,A-5;2;si;52.53
Móstoles;Navas del Rey;3.0;1.0;38982.0;1875.0;M-501;1;no;74.85
Móstoles;Paracuellos de Jarama;3.0;1.0;43630.0;2826.0;R-5,M-40,M-14;3;si;55.58
Móstoles;Parla;2.8;1.0;17932.0;1210.0;M-50,A-42;2;si;53.35
Móstoles;Perales de Tajuña;2.5;1.0;58336.0;2567.0;M-50,A-3;2;si;81.81
Móstoles;Pinto;2.77;1.15;21443.0;1186.0;M-50;1;si;65.09
Móstoles;Pozuelo de Alarcón;2.0;1.0;21474.0;1572.0;M-506,M-50,M-513;3;si;49.18
Móstoles;Quijorna;2.0;1.0;24447.0;1381.0;M-856,M-501,M-522;3;no;63.73
Móstoles;Rivas-Vaciamadrid;2.3;1.09;38705.0;1798.0;M-50;1;si;77.5
Móstoles;San Fernando de Henares;2.4;1.0;38781.0;2267.0;R-5,M-45;2;no;61.58
Móstoles;San Lorenzo de El Escorial;3.0;1.0;44687.0;2990.0;M-501,M-600;2;no;53.8
Móstoles;San Martín de Valdeiglesias;2.67;1.0;57404.0;2904.0;M-501;1;no;71.16
Móstoles;San Sebastián de los Reyes;2.45;1.09;43695.0;2543.0;R-5,M-30,A-1;3;no;61.86
Móstoles;Sevilla la Nueva;2.0;1.0;21316.0;1321.0;M-856,M-506,M-501;3;no;58.09
Móstoles;Somosierra;3.0;1.0;117584.0;5004.0;M-30,A-1;2;no;84.59
Móstoles;Tielmes;3.0;1.0;64239.0;2782.0;M-50,A-3;2;si;83.13
Móstoles;Torrejón de Ardoz;2.62;1.25;47652.0;2345.0;M-50;1;si;73.15
Móstoles;Torrelodones;2.91;1.09;33633.0;1648.0;M-50,A-6;2;si;73.47
Móstoles;Tres Cantos;3.38;1.25;44884.0;2968.0;A-5,M-30,M-607;3;si;54.44
Móstoles;Valdemoro;3.61;1.43;26967.0;1433.0;M-50,A-4;2;si;67.75
Móstoles;Villanueva de la Cañada;2.55;1.09;21456.0;1515.0;M-856,M-501,M-600;3;no;50.98
